Date,Open,High,Low,Close,Volume,symbol
2013-12-03,79.3344,79.3344,74.49600000000002,74.752,7219.0,dcth
2013-12-04,79.36,79.36,74.5216,76.8,5346.0,dcth
2013-12-05,74.752,76.544,68.096,70.528,15681.0,dcth
2013-12-06,71.6544,71.6544,64.0,66.56,14756.0,dcth
2013-12-09,69.0944,69.12,61.8496,66.56,8700.0,dcth
2013-12-10,64.0,66.5088,61.952,62.1824,6280.0,dcth
2013-12-11,66.048,70.14399999999999,62.7456,63.6672,12806.0,dcth
2013-12-12,66.4064,66.4064,62.2592,62.7456,4633.0,dcth
2013-12-13,61.44,61.69600000000001,56.4224,58.8288,11227.0,dcth
2013-12-16,58.88,63.4368,56.6272,60.032,16556.0,dcth
2013-12-17,60.928000000000004,64.0,59.903999999999996,64.0,15125.0,dcth
2013-12-18,64.0,64.0,58.88,60.16,14779.0,dcth
2013-12-19,61.4144,64.0,59.3152,61.5168,11020.0,dcth
2013-12-20,61.69600000000001,67.84,61.3632,67.84,13590.0,dcth
2013-12-23,64.0,65.3568,63.232,63.4368,6682.0,dcth
2013-12-24,63.232,64.0,61.824,62.208,5620.0,dcth
2013-12-25,63.232,64.0,61.824,62.208,0.0,dcth
2013-12-26,61.4656,65.2032,61.4656,64.0,8139.0,dcth
2013-12-27,62.1568,68.736,61.7216,64.0256,14198.0,dcth
2013-12-30,66.56,72.1664,62.7456,68.1472,18134.0,dcth
2013-12-31,66.944,68.7104,64.7936,65.28,13252.0,dcth
2014-01-01,66.944,68.7104,64.7936,65.28,0.0,dcth
2014-01-02,65.536,70.3744,65.28,69.12,13302.0,dcth
2014-01-03,69.12,69.376,66.56,66.56,10933.0,dcth
2014-01-06,68.608,69.632,66.6112,69.12,13508.0,dcth
2014-01-07,69.12,71.68,66.6368,71.168,11928.0,dcth
2014-01-08,71.3728,74.24,69.5296,71.168,16717.0,dcth
2014-01-09,72.9088,82.2016,70.4,79.3344,65808.0,dcth
2014-01-10,87.04,88.32,73.21600000000002,73.5488,61963.0,dcth
2014-01-13,76.5184,82.944,74.24,79.36,34183.0,dcth
2014-01-14,81.92,88.96,75.52,77.3376,47282.0,dcth
2014-01-15,79.36,81.8432,73.4976,76.2368,17531.0,dcth
2014-01-16,76.7744,99.84,74.624,99.84,108731.0,dcth
2014-01-17,92.16,96.76799999999999,84.48,92.03200000000001,50898.0,dcth
2014-01-20,92.16,96.76799999999999,84.48,92.03200000000001,0.0,dcth
2014-01-21,92.16,98.3296,89.9328,96.76799999999999,26524.0,dcth
2014-01-22,97.28,97.28,86.1952,89.6,24247.0,dcth
2014-01-23,90.88,94.6688,81.92,94.6688,21455.0,dcth
2014-01-24,92.16,93.44,85.76,87.7824,9815.0,dcth
2014-01-27,88.9088,88.9088,74.24,79.4624,20858.0,dcth
2014-01-28,81.8944,85.76,79.5136,84.4544,8658.0,dcth
2014-01-29,89.984,96.0,89.344,90.88,44385.0,dcth
2014-01-30,87.296,92.1344,83.456,87.552,11893.0,dcth
2014-01-31,84.48,89.3184,79.4368,79.616,16910.0,dcth
2014-02-03,79.616,81.8944,78.848,81.664,7970.0,dcth
2014-02-04,81.92,81.92,76.8,76.8,7447.0,dcth
2014-02-05,76.8256,79.3088,74.368,75.3664,7841.0,dcth
2014-02-06,75.52,79.3088,74.4448,77.056,6222.0,dcth
2014-02-07,79.3088,84.9664,77.312,81.9456,14436.0,dcth
2014-02-10,84.22399999999998,84.22399999999998,79.616,80.6144,6346.0,dcth
2014-02-11,79.3856,81.6128,79.36,79.872,4566.0,dcth
2014-02-12,79.872,81.6128,78.08,79.36,4785.0,dcth
2014-02-13,79.3344,84.48,76.9536,83.2,13986.0,dcth
2014-02-14,84.22399999999998,84.22399999999998,80.0,81.5872,5840.0,dcth
2014-02-17,84.22399999999998,84.22399999999998,80.0,81.5872,0.0,dcth
2014-02-18,82.176,88.32,80.64,83.96799999999998,16046.0,dcth
2014-02-19,86.912,86.912,80.9216,84.1984,6823.0,dcth
2014-02-20,81.92,84.1216,79.6416,80.2304,5541.0,dcth
2014-02-21,81.8944,81.8944,78.08,78.1056,6084.0,dcth
2014-02-24,78.336,81.8944,75.648,81.6896,9604.0,dcth
2014-02-25,81.6896,83.2,78.08,80.6656,8201.0,dcth
2014-02-26,80.768,81.8688,77.9008,79.3856,7883.0,dcth
2014-02-27,81.3824,81.3824,77.2608,77.568,6879.0,dcth
2014-02-28,79.3088,80.6144,76.8256,79.36,7453.0,dcth
2014-03-03,79.488,80.5888,77.44,79.104,5779.0,dcth
2014-03-04,77.568,80.1024,77.568,79.36,8616.0,dcth
2014-03-05,79.36,79.9232,78.1312,78.336,4967.0,dcth
2014-03-06,78.3104,83.072,78.1056,81.664,10672.0,dcth
